timestamp,Taurus/bikedata/latitude,Taurus/bikedata/longitude,Taurus/bikedata/altitude,Taurus/bikedata/distance/gps,Taurus/bikedata/speed_gps,Taurus/bikedata/timestamp,Taurus/bikedata/timestamp_net,Taurus/bikedata/CO2,Taurus/bikedata/temp,Taurus/bikedata/TVOC,Taurus/bikedata/power,Taurus/bikedata/heartrate,Taurus/bikedata/rpm/wheel,Taurus/bikedata/rpm/pedal,Taurus/bikedata/distance/hall,Taurus/bikedata/speed_hall,Taurus/bikedata/gear,Taurus/bikedata/receiver,Taurus/bikedata/error,Taurus/bikedata/limit_switch
2023-06-04 02:04:18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
