timestamp,Policumbent/weather/ws1/timestamp,Policumbent/weather/ws1/temperature,Policumbent/weather/ws1/humidity,Policumbent/weather/ws1/pressure,Policumbent/weather/ws1/speed,Policumbent/weather/ws1/direction,Policumbent/weather/ws1/latitude,Policumbent/weather/ws1/longitude,Policumbent/weather/ws1/altitude
2023-06-04 02:04:18,-1,-1,-1,-1,-1,-1,-1,-1,-1
